category,bfs,municipality,provider,price
Typ V,743,Nidau,"Energie Service Biel/Bienne, Region",8.04
Typ V,744,Orpund,"Energie Service Biel/Bienne, Region",8.04
Typ V,745,Port,"Energie Service Biel/Bienne, Region",8.04
Typ V,746,Safnern,"Energie Service Biel/Bienne, Region",8.04
Typ V,749,Studen (BE),"Energie Service Biel/Bienne, Region",8.04
Typ V,755,Worben,Seelandgas AG,7.52
Typ V,928,Heimberg,Energie Thun AG,6.95
Typ V,929,Hilterfingen,Energie Thun AG,6.95
Typ V,934,Oberhofen am Thunersee,Energie Thun AG,6.95
Typ V,939,Steffisburg,Energie Thun AG,6.95
Typ V,942,Thun,Energie Thun AG,6.95
Typ V,973,Bollodingen,EWK Herzogenbuchsee AG,6.66
Typ V,977,Heimenhausen,EWK Herzogenbuchsee AG,6.66
Typ V,979,Herzogenbuchsee,EWK Herzogenbuchsee AG,6.66
Typ V,981,Niederbipp,Sogas AG,7.75
Typ V,982,Niederönz,EWK Herzogenbuchsee AG,6.66
Typ V,983,Oberbipp,Sogas AG,7.75
Typ V,984,Oberönz,EWK Herzogenbuchsee AG,6.66
Typ V,989,Thörigen,EWK Herzogenbuchsee AG,6.66
Typ V,10,Obfelden,WWZ Energie AG,9.15
Typ V,11,Ottenbach,WWZ Energie AG,9.15
Typ V,112,Bubikon,Gemeindewerke Rüti,6.43
Typ V,113,Dürnten,Gemeindewerke Rüti,6.43
Typ V,117,Hinwil,Gemeindewerke Rüti,6.43
Typ V,119,Seegräben,Stadtwerke Wetzikon,5.77
Typ V,121,Wetzikon (ZH),Stadtwerke Wetzikon,5.77
Typ V,131,Adliswil,Energie 360° AG,7.04
Typ V,133,Horgen,Gemeindewerke Horgen,6.78
Typ V,135,Kilchberg (ZH),"Gemeinde Kilchberg, Abteilung Tiefbau/Werke",5.02
Typ V,136,Langnau am Albis,"Gemeinde Thalwil,  Gasversorgung",6.95
Typ V,137,Oberrieden,"Gemeinde Thalwil,  Gasversorgung",6.95
Typ V,138,Richterswil,Gas- und Wasserversorgung Richterswil,5.42
Typ V,139,Rüschlikon,"Gemeinde Thalwil,  Gasversorgung",6.95
Typ V,14,Wettswil am Albis,Energie 360° AG,7.04
Typ V,141,Thalwil,"Gemeinde Thalwil,  Gasversorgung",6.95
Typ V,151,Erlenbach (ZH),Energie 360° AG,7.04
Typ V,152,Herrliberg,Energie 360° AG,7.04
Typ V,153,Hombrechtikon,Energie 360° AG,7.04
Typ V,154,Küsnacht (ZH),Werke am Zürichsee AG Küsnacht,5.17
Typ V,155,Männedorf,Energie 360° AG,7.04
Typ V,156,Meilen,Energie 360° AG,7.04
Typ V,158,Stäfa,Energie 360° AG,7.04
Typ V,159,Uetikon am See,Energie 360° AG,7.04
Typ V,161,Zollikon,Werke am Zürichsee AG Zollikon,5.26
Typ V,172,Fehraltorf,Energie 360° AG,7.04
Typ V,177,Pfäffikon,Gemeindewerke Pfäffikon ZH,7.13
Typ V,191,Dübendorf,Glattwerk AG,6.71
Typ V,193,Fällanden,Energie 360° AG,7.04
Typ V,194,Greifensee,Energie 360° AG,7.04
Typ V,195,Maur,Energie 360° AG,7.04
Typ V,197,Schwerzenbach,Energie 360° AG,7.04
Typ V,198,Uster,"Energie Uster AG, Elektrizität, Erdgas, Wärme, Wasser",6.95
Typ V,199,Volketswil,Energie 360° AG,7.04
Typ V,2,Affoltern am Albis,WWZ Energie AG,9.15
Typ V,200,Wangen-Brüttisellen,"die werke,  versorgung wallisellen ag",7.12
Typ V,224,Pfungen,Gasversorgung Pfungen,6.33
Typ V,226,Schlatt (ZH),"SH Power, Schaffhausen",7.16
Typ V,230,Winterthur,Stadtwerk Winterthur,7.20
Typ V,242,Birmensdorf (ZH),Energie 360° AG,7.04
Typ V,243,Dietikon,"die werke, versorgung wallisellen ag",7.12
Typ V,243,Dietikon,"Stadt Dietikon,Infrastrukturabteilung",5.35
Typ V,244,Geroldswil,Energie 360° AG,7.04
Typ V,245,Oberengstringen,Energie 360° AG,7.04
Typ V,247,Schlieren,Gasversorgung Schlieren,7.01
Typ V,249,Unterengstringen,Energie 360° AG,7.04
Typ V,250,Urdorf,Energie 360° AG,7.04
Typ V,251,Weiningen (ZH),Energie 360° AG,7.04
Typ V,261,Zürich,Energie 360° AG,7.04
Typ V,27,Feuerthalen,"SH Power, Schaffhausen",7.16
Typ V,29,Flurlingen,"SH Power, Schaffhausen",7.71
Typ V,2919,Stetten (SH),"SH Power, Schaffhausen",7.16
Typ V,2920,Thayngen,"SH Power, Schaffhausen",7.16
Typ V,293,Wädenswil,Stadt Wädenswil Werke,7.02
Typ V,2932,Beringen,"SH Power, Schaffhausen",7.16
Typ V,2937,Neuhausen am Rheinfall,"SH Power, Schaffhausen",7.71
Typ V,2939,Schaffhausen,"SH Power, Schaffhausen",7.16
Typ V,2964,Stein am Rhein,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,6.62
Typ V,298,Wiesendangen,Energie 360° AG,7.04
Typ V,3,Bonstetten,Energie 360° AG,7.04
Typ V,4001,Aarau,Eniwa AG,8.79
Typ V,4003,Buchs (AG),Eniwa AG,8.79
Typ V,4005,Erlinsbach (AG),Eniwa AG,8.74
Typ V,4006,Gränichen,Eniwa AG,8.74
Typ V,4008,Küttigen,Eniwa AG,8.74
Typ V,4009,Muhen,Eniwa AG,8.74
Typ V,4010,Oberentfelden,Eniwa AG,8.74
Typ V,4012,Suhr,Eniwa AG,8.74
Typ V,4013,Unterentfelden,Eniwa AG,8.74
Typ V,4021,Baden,Regionalwerke AG Baden,8.45
Typ V,4024,Birmenstorf (AG),Regionalwerke AG Baden,8.45
Typ V,4026,Ennetbaden,Regionalwerke AG Baden,8.45
Typ V,4027,Fislisbach,Regionalwerke AG Baden,8.45
Typ V,4029,Gebenstorf,IBB Energie AG,7.92
Typ V,4030,Killwangen,Regionalwerke AG Baden,8.45
Typ V,4032,Mägenwil,IBB Energie AG,7.92
Typ V,4033,Mellingen,Regionalwerke AG Baden,8.45
Typ V,4034,Neuenhof,Regionalwerke AG Baden,8.45
Typ V,4038,Obersiggenthal,Regionalwerke AG Baden,8.45
Typ V,4040,Spreitenbach,Energie 360° AG,7.04
Typ V,4042,Turgi,IBB Energie AG,7.92
Typ V,4044,Untersiggenthal,IBB Energie AG,7.92
Typ V,4045,Wettingen,Regionalwerke AG Baden,8.25
Typ V,4046,Wohlenschwil,Regionalwerke AG Baden,8.45
Typ V,4064,Büttikon,IBW Energie AG,8.40
Typ V,4065,Dottikon,IBW Energie AG,8.40
Typ V,4080,Villmergen,IBW Energie AG,8.40
Typ V,4082,Wohlen (AG),IBW Energie AG,8.40
Typ V,4092,Birr,IBB Energie AG,7.92
Typ V,4093,Birrhard,Regionalwerke AG Baden,8.45
Typ V,4095,Brugg,IBB Energie AG,7.92
Typ V,4100,Hausen (AG),IBB Energie AG,7.92
Typ V,4104,Lupfig,IBB Energie AG,7.92
Typ V,4107,Mülligen,Regionalwerke AG Baden,8.45
Typ V,4123,Windisch,IBB Energie AG,7.92
Typ V,4144,Schöftland,Eniwa AG,8.74
Typ V,4145,Teufenthal (AG),Eniwa AG,8.74
Typ V,4146,Unterkulm,Eniwa AG,8.74
Typ V,4161,Eiken,IWB,8.57
Typ V,4163,Frick,IWB,8.72
Typ V,4165,Gipf-Oberfrick,IWB,8.72
Typ V,4169,Kaisten,IWB,8.57
Typ V,4175,Oeschgen,IWB,8.72
Typ V,4177,Sisseln,IWB,8.57
Typ V,4193,Brunegg,IBB Energie AG,7.92
Typ V,4194,Dintikon,IBW Energie AG,8.40
Typ V,4199,Holderbank (AG),IBB Energie AG,7.92
Typ V,4221,Abtwil,Sankt Galler Stadtwerke,8.08
Typ V,4228,Boswil,IBW Energie AG,8.40
Typ V,4240,Waltenschwil,IBW Energie AG,8.40
Typ V,4252,Kaiseraugst,IWB,8.72
Typ V,4254,Möhlin,IWB,8.72
Typ V,4258,Rheinfelden,IWB,8.72
Typ V,4261,Wallbach,IWB,8.72
Typ V,4271,Aarburg,StWZ Energie AG,7.52
Typ V,4274,Brittnau,StWZ Energie AG,7.52
Typ V,4275,Kirchleerau,Eniwa AG,8.74
Typ V,4276,Kölliken,Eniwa AG,8.74
Typ V,4277,Moosleerau,Eniwa AG,8.74
Typ V,4280,Oftringen,StWZ Energie AG,7.52
Typ V,4282,Rothrist,StWZ Energie AG,7.52
Typ V,4283,Safenwil,StWZ Energie AG,7.52
Typ V,4284,Staffelbach,Eniwa AG,8.74
Typ V,4285,Strengelbach,StWZ Energie AG,7.52
Typ V,4289,Zofingen,StWZ Energie AG,7.52
Typ V,4306,Fisibach,Energie 360° AG,7.04
Typ V,4315,Rekingen (AG),Energie 360° AG,7.04
Typ V,4323,Bad Zurzach,Energie 360° AG,7.04
Typ V,5,Hedingen,Energie 360° AG,7.04
Typ V,51,Bachenbülach,Energie 360° AG,7.04
Typ V,53,Bülach,Energie 360° AG,7.04
Typ V,62,Kloten,Industrielle Betriebe Kloten AG,8.86
Typ V,66,Opfikon,Energie 360° AG,7.04
Typ V,69,Wallisellen,"die werke,  versorgung wallisellen ag",7.12
Typ V,7,Knonau,WWZ Energie AG,9.15
Typ V,72,Winkel,Energie 360° AG,7.04
Typ V,83,Buchs (ZH),Energie 360° AG,7.04
Typ V,84,Dällikon,Energie 360° AG,7.04
Typ V,86,Dielsdorf,Energie 360° AG,7.04
Typ V,9,Mettmenstetten,WWZ Energie AG,9.15
Typ V,96,Regensdorf,Energie 360° AG,7.04
Typ V,97,Rümlang,Energie 360° AG,7.04
Typ V,2401,Egerkingen,Sogas AG,7.75
Typ V,2402,Härkingen,Sogas AG,7.75
Typ V,2403,Kestenholz,Sogas AG,7.75
Typ V,2404,Neuendorf,Sogas AG,7.75
Typ V,2405,Niederbuchsiten,Sogas AG,7.75
Typ V,2406,Oberbuchsiten,Sogas AG,7.75
Typ V,2407,Oensingen,Sogas AG,7.75
Typ V,2422,Balsthal,Sogas AG,7.75
Typ V,2473,Dornach,IWB,8.72
Typ V,2491,Hauenstein-Ifenthal,a.en Aare Energie AG,7.37
Typ V,2495,Niedergösgen,a.en Aare Energie AG,7.37
Typ V,2497,Obergösgen,a.en Aare Energie AG,7.37
Typ V,2500,Trimbach,a.en Aare Energie AG,7.37
Typ V,2503,Erlinsbach (SO),Eniwa AG,8.74
Typ V,2513,Biberist,Regio Energie Solothurn,7.33
Typ V,2516,Deitingen,Regio Energie Solothurn,7.33
Typ V,2517,Derendingen,Regio Energie Solothurn,7.33
Typ V,2518,Etziken,Regio Energie Solothurn,7.33
Typ V,2519,Gerlafingen,Regio Energie Solothurn,7.33
Typ V,2520,Halten,Regio Energie Solothurn,7.33
Typ V,2525,Kriegstetten,Regio Energie Solothurn,7.33
Typ V,2527,Luterbach,Regio Energie Solothurn,7.33
Typ V,2528,Obergerlafingen,Regio Energie Solothurn,7.33
Typ V,2530,Recherswil,Regio Energie Solothurn,7.33
Typ V,2532,Subingen,Regio Energie Solothurn,7.33
Typ V,2534,Zuchwil,Regio Energie Solothurn,7.33
Typ V,2542,Bellach,Regio Energie Solothurn,7.33
Typ V,2543,Bettlach,Städtische Werke Grenchen,7.59
Typ V,2544,Feldbrunnen-St.Niklaus,Regio Energie Solothurn,7.33
Typ V,2546,Grenchen,Städtische Werke Grenchen,7.59
Typ V,2550,Langendorf,Regio Energie Solothurn,7.33
Typ V,2553,Oberdorf (SO),Regio Energie Solothurn,7.33
Typ V,2555,Rüttenen,Regio Energie Solothurn,7.33
Typ V,2556,Selzach,Regio Energie Solothurn,7.33
Typ V,2571,Boningen,a.en Aare Energie AG,7.37
Typ V,2572,Däniken,a.en Aare Energie AG,7.37
Typ V,2573,Dulliken,a.en Aare Energie AG,7.37
Typ V,2576,Gretzenbach,a.en Aare Energie AG,7.37
Typ V,2578,Gunzgen,a.en Aare Energie AG,7.37
Typ V,2579,Hägendorf,a.en Aare Energie AG,7.37
Typ V,2580,Kappel (SO),a.en Aare Energie AG,7.37
Typ V,2581,Olten,a.en Aare Energie AG,7.37
Typ V,2582,Rickenbach (SO),a.en Aare Energie AG,7.37
Typ V,2583,Schönenwerd,a.en Aare Energie AG,7.37
Typ V,2584,Starrkirch-Wil,a.en Aare Energie AG,7.37
Typ V,2585,Walterswil (SO),StWZ Energie AG,7.52
Typ V,2586,Wangen bei Olten,a.en Aare Energie AG,7.37
Typ V,2601,Solothurn,Regio Energie Solothurn,7.33
Typ V,2701,Basel,IWB,8.67
Typ V,2702,Bettingen,IWB,8.67
Typ V,2703,Riehen,IWB,8.67
Typ V,2761,Aesch (BL),IWB,8.72
Typ V,2762,Allschwil,IWB,8.72
Typ V,2763,Arlesheim,IWB,8.72
Typ V,2765,Binningen,IWB,8.72
Typ V,2766,Birsfelden,IWB,8.72
Typ V,2767,Bottmingen,IWB,8.72
Typ V,2768,Ettingen,IWB,8.72
Typ V,2769,Münchenstein,IWB,8.72
Typ V,2770,Muttenz,IWB,8.72
Typ V,2771,Oberwil (BL),IWB,8.72
Typ V,2772,Pfeffingen,IWB,8.72
Typ V,2773,Reinach (BL),IWB,8.72
Typ V,2774,Schönenbuch,IWB,8.72
Typ V,2775,Therwil,IWB,8.72
Typ V,2785,Duggingen,IWB,8.57
Typ V,2822,Augst,IWB,8.72
Typ V,2824,Frenkendorf,IWB,8.72
Typ V,2825,Füllinsdorf,IWB,8.72
Typ V,2828,Lausen,IWB,8.72
Typ V,2829,Liestal,IWB,8.72
Typ V,2831,Pratteln,IWB,8.72
Typ V,2849,Itingen,IWB,8.57
Typ V,6708,Courrendlin,Régiogaz,8.32
Typ V,6709,Courroux,Régiogaz,8.32
Typ V,6710,Courtételle,Régiogaz,8.32
Typ V,6711,Delémont,Régiogaz,8.32
Typ V,6721,Rossemaison,Régiogaz,8.32
Typ VI,1630,Glarus Nord,Energie Zürichsee Linth AG,7.24
Typ VI,1630,Glarus Nord,Technische Betriebe Glarus Nord,8.72
Typ VI,1631,Glarus Süd,Technische Betriebe Glarus,8.55
Typ VI,1632,Glarus,Technische Betriebe Glarus,8.55
Typ VI,3001,Herisau,Säntis Energie AG,7.43
Typ VI,3007,Waldstatt,Säntis Energie AG,7.43
Typ VI,3022,Gais,GRAVAG Erdgas AG,5.67
Typ VI,3031,Grub (AR),GRAVAG Erdgas AG,5.67
Typ VI,3031,Grub (AR),GRAVAG Erdgas AG,5.67
Typ VI,3032,Heiden,GRAVAG Erdgas AG,5.67
Typ VI,3033,Lutzenberg,GRAVAG Erdgas AG,5.67
Typ VI,3034,Rehetobel,GRAVAG Erdgas AG,5.67
Typ VI,3035,Reute (AR),GRAVAG Erdgas AG,5.67
Typ VI,3036,Wald (AR),GRAVAG Erdgas AG,5.67
Typ VI,3037,Walzenhausen,GRAVAG Erdgas AG,5.67
Typ VI,3038,Wolfhalden,GRAVAG Erdgas AG,5.67
Typ VI,3101,Appenzell,GRAVAG Erdgas AG,5.67
Typ VI,3111,Oberegg,GRAVAG Erdgas AG,5.67
Typ VI,3203,St.Gallen,Sankt Galler Stadtwerke,6.84
Typ VI,3204,Wittenbach,Sankt Galler Stadtwerke,6.84
Typ VI,3212,Eggersriet,GRAVAG Erdgas AG,5.67
Typ VI,3213,Goldach,GRAVAG Erdgas AG,5.67
Typ VI,3213,Goldach,Technische Betriebe GoldachErdgasversorgung,9.46
Typ VI,3214,Mörschwil,Sankt Galler Stadtwerke,6.84
Typ VI,3215,Rorschach,GRAVAG Erdgas AG,5.67
Typ VI,3215,Rorschach,Sankt Galler Stadtwerke,6.84
Typ VI,3216,Rorschacherberg,GRAVAG Erdgas AG,5.67
Typ VI,3217,Steinach,Sankt Galler Stadtwerke,6.84
Typ VI,3231,Au (SG),GRAVAG Erdgas AG,5.67
Typ VI,3232,Balgach,GRAVAG Erdgas AG,5.67
Typ VI,3233,Berneck,GRAVAG Erdgas AG,5.67
Typ VI,3234,Diepoldsau,GRAVAG Erdgas AG,5.67
Typ VI,3235,Rheineck,GRAVAG Erdgas AG,5.67
Typ VI,3236,St.Margrethen,GRAVAG Erdgas AG,5.67
Typ VI,3236,St.Margrethen,Technische Betriebe Wil,5.84
Typ VI,3237,Thal,GRAVAG Erdgas AG,5.67
Typ VI,3238,Widnau,GRAVAG Erdgas AG,5.67
Typ VI,3251,Altstätten,GRAVAG Erdgas AG,5.67
Typ VI,3252,Eichberg,GRAVAG Erdgas AG,5.67
Typ VI,3253,Marbach (SG),GRAVAG Erdgas AG,5.67
Typ VI,3254,Oberriet (SG),GRAVAG Erdgas AG,5.67
Typ VI,3255,Rebstein,GRAVAG Erdgas AG,5.67
Typ VI,3271,Buchs (SG),Säntis Energie AG,7.43
Typ VI,3272,Gams,GRAVAG Erdgas AG,5.67
Typ VI,3273,Grabs,GRAVAG Erdgas AG,5.67
Typ VI,3274,Sennwald,GRAVAG Erdgas AG,5.67
Typ VI,3275,Sevelen,Säntis Energie AG,7.43
Typ VI,3276,Wartau,Säntis Energie AG,7.43
Typ VI,3291,Bad Ragaz,EVS Erdgasversorgung Sarganserland AG,7.36
Typ VI,3292,Flums,EVS Erdgasversorgung Sarganserland AG,7.36
Typ VI,3293,Mels,EVS Erdgasversorgung Sarganserland AG,7.36
Typ VI,3296,Sargans,EVS Erdgasversorgung Sarganserland AG,7.36
Typ VI,3297,Vilters-Wangs,EVS Erdgasversorgung Sarganserland AG,7.36
Typ VI,3312,Benken (SG),Energie Zürichsee Linth AG,7.24
Typ VI,3313,Kaltbrunn,EVK Elektrizitätsversorgung Kaltbrunn AG,8.74
Typ VI,3315,Schänis,Energieversorgung Schänis AG,8.69
Typ VI,3338,Schmerikon,Energie Zürichsee Linth AG,7.24
Typ VI,3339,Uznach,Energie Zürichsee Linth AG,7.24
Typ VI,3340,Rapperswil-Jona,Energie Zürichsee Linth AG,7.24
Typ VI,3342,Eschenbach (SG),Energie Zürichsee Linth AG,7.24
Typ VI,3352,Ebnat-Kappel,Säntis Energie AG,7.43
Typ VI,3374,Lichtensteig,Säntis Energie AG,7.43
Typ VI,3379,Wattwil,Säntis Energie AG,7.43
Typ VI,3392,Kirchberg (SG),Technische Betriebe Wil,5.84
Typ VI,3393,Lütisburg,Säntis Energie AG,7.43
Typ VI,3395,Bütschwil-Ganterschwil,Säntis Energie AG,7.43
Typ VI,3401,Degersheim,Technische Betriebe Flawil,6.95
Typ VI,3402,Flawil,Technische Betriebe Flawil,6.95
Typ VI,3405,Jonschwil,Dorfkorporation Schwarzenbach,6.06
Typ VI,3407,Oberuzwil,Technische Betriebe Uzwil,6.24
Typ VI,3408,Uzwil,Technische Betriebe Uzwil,6.24
Typ VI,3423,Niederhelfenschwil,Technische Betriebe Wil,5.84
Typ VI,3424,Oberbüren,Technische Betriebe Uzwil,6.24
Typ VI,3426,Zuzwil (SG),Technische Betriebe Wil,5.84
Typ VI,3427,Wil (SG),Technische Betriebe Wil,5.84
Typ VI,3443,Gossau (SG),Stadtwerke Gossau,7.20
Typ VI,4401,Arbon,Gasversorgung Romanshorn AG,8.29
Typ VI,4401,Arbon,Sankt Galler Stadtwerke,6.84
Typ VI,4416,Hefenhofen,Gasversorgung Romanshorn AG,8.29
Typ VI,4421,Horn,Sankt Galler Stadtwerke,6.84
Typ VI,4431,Roggwil (TG),Gasversorgung Romanshorn AG,8.29
Typ VI,4436,Romanshorn,Gasversorgung Romanshorn AG,8.29
Typ VI,4441,Salmsach,Gasversorgung Salmsach,7.16
Typ VI,4461,Amriswil,Regio Energie Amriswil,7.66
Typ VI,4471,Bischofszell,Gasversorgung Romanshorn AG,8.29
Typ VI,4471,Bischofszell,Sankt Galler Stadtwerke,6.84
Typ VI,4476,Erlen,Technische Betriebe Weinfelden AG,5.61
Typ VI,4486,Hauptwil-Gottshaus,Technische Gemeindebetriebe Hauptwil-Gottshaus,5.63
Typ VI,4501,Kradolf-Schönenberg,Technische Betriebe Weinfelden AG,5.61
Typ VI,4506,Sulgen,Technische Betriebe Weinfelden AG,5.61
Typ VI,4511,Zihlschlacht-Sitterdorf,Gasversorgung Romanshorn AG,8.29
Typ VI,4551,Aadorf,Technische Betriebe Wil,5.84
Typ VI,4566,Frauenfeld,"Werkbetriebe Frauenfeld,  Erdgas, Wasser, Strom",5.46
Typ VI,4591,Matzingen,Werkbetriebe Matzingen,5.55
Typ VI,4606,Stettfurt,Gasversorgung Stettfurt,4.72
Typ VI,4646,Ermatingen,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,6.62
Typ VI,4651,Gottlieben,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,6.62
Typ VI,4656,Güttingen,Gasversorgung der PG Güttingen,5.17
Typ VI,4671,Kreuzlingen,"Technische Betriebe Kreuzlingen, Elektrizität Erdgas Wasser",7.43
Typ VI,4683,Lengwil,"Technische Betriebe Kreuzlingen, Elektrizität Erdgas Wasser",7.43
Typ VI,4691,Münsterlingen,Gasversorgung  Münsterlingen,4.86
Typ VI,4696,Tägerwilen,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,6.62
Typ VI,4701,Wäldi,Technische Betriebe Weinfelden AG,5.61
Typ VI,4711,Affeltrangen,Technische Betriebe Weinfelden AG,5.61
Typ VI,4716,Bettwiesen,Technische Betriebe Wil,5.84
Typ VI,4724,Eschlikon,Technische Betriebe Wil,5.84
Typ VI,4746,Münchwilen (TG),Technische Betriebe Wil,5.84
Typ VI,4751,Rickenbach (TG),Technische Betriebe Wil,5.84
Typ VI,4761,Sirnach,Technische Betriebe Wil,5.84
Typ VI,4776,Tobel-Tägerschen,Technische Betriebe Wil,5.84
Typ VI,4781,Wängi,Technische Betriebe Wil,5.84
Typ VI,4786,Wilen (TG),Technische Betriebe Wil,5.84
Typ VI,4801,Berlingen,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,6.62
Typ VI,4806,Eschenz,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,6.62
Typ VI,4821,Hüttwilen,Gaswerk Hüttwilen,5.86
Typ VI,4826,Mammern,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,6.62
Typ VI,4831,Müllheim,Technische Betriebe Weinfelden AG,5.61
Typ VI,4841,Pfyn,Technische Betriebe Weinfelden AG,5.61
Typ VI,4851,Salenstein,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,6.62
Typ VI,4864,Steckborn,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,6.62
Typ VI,4891,Berg (TG),Technische Betriebe Weinfelden AG,5.61
Typ VI,4911,Bürglen (TG),Technische Betriebe Weinfelden AG,5.61
Typ VI,4921,Bussnang,Technische Betriebe Weinfelden AG,5.61
Typ VI,4941,Märstetten,Technische Betriebe Weinfelden AG,5.61
Typ VI,4946,Weinfelden,Technische Betriebe Weinfelden AG,5.61
Typ VI,4951,Wigoltingen,Technische Betriebe Weinfelden AG,5.61
Typ VI,2041,Saint-Aubin (FR),Groupe E Celsius,7.83
Typ VI,2043,Sévaz,Groupe E Celsius,7.83
Typ VI,2053,Belmont-Broye,Groupe E Celsius,7.83
Typ VI,2054,Estavayer,Groupe E Celsius,7.83
Typ VI,2063,Billens-Hennens,Groupe E Celsius,7.83
Typ VI,2087,Mézières (FR),Groupe E Celsius,7.83
Typ VI,2096,Romont (FR),Groupe E Celsius,7.83
Typ VI,2113,Vuisternens-devant-Romont,Groupe E Celsius,7.83
Typ VI,2125,Bulle (neu),Groupe E Celsius,7.83
Typ VI,2153,Sorens,Groupe E Celsius,7.83
Typ VI,2155,Vaulruz,Groupe E Celsius,7.83
Typ VI,2160,Vuadens,Groupe E Celsius,7.83
Typ VI,2174,Avry,Groupe E Celsius,7.83
Typ VI,2175,Belfaux,Groupe E Celsius,7.83
Typ VI,2183,Corminboeuf,Groupe E Celsius,7.83
Typ VI,2196,Fribourg,Groupe E Celsius,7.83
Typ VI,2197,Givisiez,Groupe E Celsius,7.83
Typ VI,2198,Granges-Paccot,Groupe E Celsius,7.83
Typ VI,2206,Marly,Groupe E Celsius,7.83
Typ VI,2208,Matran,Groupe E Celsius,7.83
Typ VI,2228,Villars-sur-Glâne,Groupe E Celsius,7.83
Typ VI,2233,Hauterive (FR),Groupe E Celsius,7.83
Typ VI,2235,La Sonnaz,Groupe E Celsius,7.83
Typ VI,2250,Courgevaux,Groupe E Celsius,7.83
Typ VI,2254,Courtepin,Groupe E Celsius,7.83
Typ VI,2274,Muntelier,Groupe E Celsius,7.83
Typ VI,2275,Murten,Groupe E Celsius,7.83
Typ VI,2276,Ried bei Kerzers (neu),Groupe E Celsius,7.83
Typ VI,2293,Düdingen,Groupe E Celsius,7.83
Typ VI,2306,Tafers,Groupe E Celsius,7.83
Typ VI,2338,La Verrerie,Groupe E Celsius,7.83
Typ VI,5427,Féchy,Services industriels Lausanne,9.29
Typ VI,5451,Avenches,Groupe E Celsius,7.83
Typ VI,5458,Faoug,Groupe E Celsius,7.83
Typ VI,5515,Bretigny-sur-Morrens,Services industriels Lausanne,9.29
Typ VI,5516,Cugy (VD),Services industriels Lausanne,9.29
Typ VI,5527,Morrens (VD),Services industriels Lausanne,9.29
Typ VI,5561,Grandson,Service des Energies,7.60
Typ VI,5568,Sainte-Croix,"Commune de Sainte-Croix,  Service technique",7.54
Typ VI,5582,Cheseaux-sur-Lausanne,Services industriels Lausanne,9.29
Typ VI,5583,Crissier,Services industriels Lausanne,9.29
Typ VI,5584,Epalinges,Services industriels Lausanne,9.29
Typ VI,5585,Jouxtens-Mézery,Services industriels Lausanne,9.29
Typ VI,5586,Lausanne,Services industriels Lausanne,9.29
Typ VI,5587,Le Mont-sur-Lausanne,Services industriels Lausanne,9.29
Typ VI,5588,Paudex,Services industriels Lausanne,9.29
Typ VI,5589,Prilly,Services industriels Lausanne,9.29
Typ VI,5590,Pully,Services industriels Lausanne,9.29
Typ VI,5591,Renens (VD),Services industriels Lausanne,9.29
Typ VI,5592,Romanel-sur-Lausanne,Services industriels Lausanne,9.29
Typ VI,5606,Lutry,Services industriels Lausanne,9.29
Typ VI,5623,Buchillon,Services industriels Lausanne,9.29
Typ VI,5624,Bussigny-près-Lausanne,Services industriels Lausanne,9.29
Typ VI,5627,Chavannes-près-Renens,Services industriels Lausanne,9.29
Typ VI,5632,Denges,Services industriels Lausanne,9.29
Typ VI,5633,Echandens,Services industriels Lausanne,9.29
Typ VI,5635,Ecublens (VD),Services industriels Lausanne,9.29
Typ VI,5636,Etoy,Services industriels Lausanne,9.29
Typ VI,5638,Lonay,Services industriels Lausanne,9.29
Typ VI,5642,Morges,Services industriels Morges Service du gaz,7.38
Typ VI,5643,Préverenges,Services industriels Lausanne,9.29
Typ VI,5646,Saint-Prex,Services industriels Lausanne,9.29
Typ VI,5648,Saint-Sulpice (VD),Services industriels Lausanne,9.29
Typ VI,5649,Tolochenaz,Services industriels Lausanne,9.29
Typ VI,5678,Moudon,"Administration communale de Moudon, Services industriels",10.07
Typ VI,5715,Duillier,Services industriels de Nyon,8.28
Typ VI,5716,Eysins,Services industriels de Nyon,8.28
Typ VI,5721,Gland,Services industriels Lausanne,9.29
Typ VI,5724,Nyon,Services industriels de Nyon,8.28
Typ VI,5725,Prangins,Services industriels de Nyon,8.28
Typ VI,5728,Signy-Avenex,Services industriels de Nyon,8.28
Typ VI,5732,Vich,Services industriels Lausanne,9.29
Typ VI,5741,"L""Abergement",Vo Energies,9.95
Typ VI,5742,Agiez,Urbagaz S.A.,9.32
Typ VI,5743,Arnex-sur-Orbe,Urbagaz S.A.,9.32
Typ VI,5744,Ballaigues,Vo Energies,9.95
Typ VI,5747,Bofflens,Urbagaz S.A.,9.32
Typ VI,5749,Chavornay,Urbagaz S.A.,9.32
Typ VI,5750,Les Clées,Vo Energies,9.95
Typ VI,5752,Croy,Urbagaz S.A.,9.32
Typ VI,5755,Lignerolle,Vo Energies,9.95
